,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
3266,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2012,720115.0,495800
3271,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2012,720115.0,355600
3276,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2012,720115.0,447000
3281,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2012,720115.0,750300
3286,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2012,720115.0,629700
3291,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,2012,720115.0,316900
3296,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,2012,508900.0,646000
3301,Mount Road ATM,TUESDAY,H,H,WHH,5,10,2012,508900.0,394600
3306,Mount Road ATM,WEDNESDAY,H,H,HHW,5,10,2012,508900.0,336000
3311,Mount Road ATM,WEDNESDAY,H,H,HHW,5,10,2012,508900.0,439000
3316,Mount Road ATM,WEDNESDAY,H,H,HHW,6,10,2012,508900.0,540800
3321,Mount Road ATM,SATURDAY,M,H,WHH,6,10,2012,508900.0,440300
3326,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2012,508900.0,464300
3331,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2012,465858.0,185300
3336,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2012,465858.0,401600
3341,Mount Road ATM,SUNDAY,NH,H,HHW,7,10,2012,465858.0,495000
3346,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2012,465858.0,1020500
3351,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2012,465858.0,882800
3356,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2012,465858.0,1082400
3361,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2012,465858.0,432400
3366,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2012,642858.0,1296600
3371,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2012,642858.0,891500
3376,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2012,642858.0,904500
3381,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2012,642858.0,638500
3386,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2012,642858.0,992100
3391,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2012,642858.0,1164200
3396,Mount Road ATM,SUNDAY,NH,H,HHW,3,11,2012,642858.0,672500
3401,Mount Road ATM,SUNDAY,NH,H,HHW,3,11,2012,937129.0,617300
3406,Mount Road ATM,TUESDAY,H,H,WHW,3,11,2012,937129.0,283600
3411,Mount Road ATM,TUESDAY,H,H,WHW,3,11,2012,937129.0,420500
3416,Mount Road ATM,TUESDAY,H,H,WHW,3,11,2012,937129.0,393700
3421,Mount Road ATM,TUESDAY,H,H,WHW,4,11,2012,937129.0,353700
3426,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,2012,937129.0,506100
3430,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,937129.0,400
3435,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,367900.0,338300
3440,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,367900.0,684000
3445,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900.0,422900
3450,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900.0,404200
3455,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900.0,81300
3461,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2012,367900.0,439600
3466,Mount Road ATM,SUNDAY,M,H,HHW,5,11,2012,367900.0,95600
3471,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272.0,408300
3476,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272.0,315900
3481,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272.0,408600
3486,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272.0,310300
3491,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272.0,692000
3496,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,2012,352272.0,704000
3501,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,352272.0,856300
3506,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915.0,695300
3511,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915.0,800900
3516,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915.0,679300
3521,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915.0,517600
3526,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915.0,486200
3531,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2012,527915.0,806100
3536,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915.0,412100
3541,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,628215.0,725900
3546,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215.0,378600
3551,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215.0,685600
3556,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215.0,568200
3561,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215.0,480200
3566,Mount Road ATM,SATURDAY,NH,H,WHH,3,12,2012,628215.0,557100
3571,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,628215.0,278000
3576,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800.0,585600
3581,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800.0,562600
3586,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800.0,824600
3591,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800.0,535500
3596,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,524800.0,396400
3601,Mount Road ATM,SATURDAY,NH,H,WHH,5,12,2012,524800.0,566900
3606,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,524800.0,416900
3611,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,555500.0,494600
3616,Mount Road ATM,TUESDAY,C,H,WHW,5,12,2012,555500.0,230300
3620,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500.0,445600
3625,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500.0,398000
3630,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500.0,486400
3635,Mount Road ATM,SATURDAY,NH,H,WHH,6,12,2012,555500.0,171400
3640,Mount Road ATM,SUNDAY,NH,H,HHW,6,12,2012,555500.0,262600
3645,Mount Road ATM,SUNDAY,NH,H,HHW,7,12,2012,355558.0,1037800
3650,Mount Road ATM,TUESDAY,C,H,WHW,1,1,2013,433158.0,377900
3655,Mount Road ATM,WEDNESDAY,NH,W,HWW,1,1,2013,433158.0,772300
3660,Mount Road ATM,THURSDAY,NH,W,WWW,1,1,2013,433158.0,738100
3665,Mount Road ATM,FRIDAY,NH,W,WHH,1,1,2013,433158.0,633100
3670,Mount Road ATM,SATURDAY,NH,H,HHW,1,1,2013,433158.0,983100
3675,Mount Road ATM,SUNDAY,NH,H,HWW,2,1,2013,433158.0,583500
3680,Mount Road ATM,MONDAY,NH,W,WWW,2,1,2013,681334.0,424000
3685,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2013,681334.0,602400
3690,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2013,681334.0,668000
3695,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2013,681334.0,741100
3700,Mount Road ATM,FRIDAY,NH,W,WWH,3,1,2013,681334.0,589800
3705,Mount Road ATM,SATURDAY,NH,H,HHH,3,1,2013,681334.0,564000
3710,Mount Road ATM,SUNDAY,NH,H,HHH,3,1,2013,681334.0,344500
3715,Mount Road ATM,MONDAY,H,H,HHH,3,1,2013,561972.0,2600
3720,Mount Road ATM,TUESDAY,H,H,HHH,3,1,2013,561972.0,100500
3725,Mount Road ATM,WEDNESDAY,H,H,HHW,4,1,2013,561972.0,237000
3730,Mount Road ATM,THURSDAY,NH,W,HWW,4,1,2013,561972.0,556900
3735,Mount Road ATM,FRIDAY,NH,W,WWH,4,1,2013,561972.0,710300
3740,Mount Road ATM,SATURDAY,NH,H,WHH,4,1,2013,561972.0,408100
3745,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2013,561972.0,314600
3750,Mount Road ATM,MONDAY,NH,W,HWW,5,1,2013,332858.0,514100
3755,Mount Road ATM,TUESDAY,NH,W,WWW,5,1,2013,332858.0,399500
3760,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2013,332858.0,737300
3765,Mount Road ATM,THURSDAY,NH,W,WWH,5,1,2013,332858.0,628200
3770,Mount Road ATM,FRIDAY,M,H,WHH,5,1,2013,332858.0,152600
3775,Mount Road ATM,SATURDAY,N,H,HHH,6,1,2013,332858.0,21000
3784,Mount Road ATM,MONDAY,NH,W,HWW,6,1,2013,408784.0,523300
3789,Mount Road ATM,TUESDAY,NH,W,WWW,6,1,2013,408784.0,525300
3794,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2013,408784.0,520100
3799,Mount Road ATM,THURSDAY,NH,W,WWW,7,1,2013,408784.0,625200
3804,Mount Road ATM,FRIDAY,NH,W,WWH,1,2,2013,408784.0,792900
3809,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,2013,408784.0,921900
3814,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2013,408784.0,516400
3819,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2013,632158.0,887800
3824,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2013,632158.0,802000
3829,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,2,2013,632158.0,690400
3834,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,2013,632158.0,814900
3839,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2013,632158.0,610800
3844,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2013,632158.0,942400
3849,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2013,632158.0,445500
3854,Mount Road ATM,MONDAY,NH,W,HWW,3,2,2013,741972.0,624300
3859,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,2013,741972.0,665300
3864,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2013,741972.0,575300
3869,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2013,741972.0,522200
3874,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2013,741972.0,363000
3879,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2013,741972.0,494800
3884,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2013,741972.0,440200
3889,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2013,526443.0,609200
3894,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2013,526443.0,731400
3899,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2013,526443.0,653100
3904,Mount Road ATM,THURSDAY,NH,W,WWW,5,2,2013,526443.0,557800
3909,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,2013,526443.0,492000
3914,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2013,526443.0,712500
3919,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2013,526443.0,26700
3924,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2013,540386.0,628400
3929,Mount Road ATM,TUESDAY,NH,W,WWW,6,2,2013,540386.0,670300
3934,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,2,2013,540386.0,528000
3939,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2013,540386.0,606800
3944,Mount Road ATM,FRIDAY,NH,W,WWH,1,3,2013,540386.0,831400
3949,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2013,540386.0,830800
3954,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2013,540386.0,413300
3959,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2013,644143.0,988400
3964,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2013,644143.0,693300
3969,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,3,2013,644143.0,734300
3974,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2013,644143.0,436900
3979,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2013,644143.0,641000
3984,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2013,644143.0,528600
3993,Mount Road ATM,MONDAY,NH,W,HWW,3,3,2013,670417.0,602300
3998,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2013,670417.0,625300
4003,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2013,670417.0,395500
4008,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2013,670417.0,378800
4013,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2013,670417.0,492300
4018,Mount Road ATM,SATURDAY,NH,H,WHH,4,3,2013,670417.0,645700
4023,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2013,670417.0,289400
4028,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2013,489900.0,228800
4033,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2013,489900.0,549000
4038,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2013,489900.0,465400
4043,Mount Road ATM,THURSDAY,NH,W,WWW,5,3,2013,489900.0,532300
4048,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,2013,489900.0,415700
4053,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,2013,489900.0,566200
4058,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2013,489900.0,240900
4063,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2013,428329.0,393400
4068,Mount Road ATM,TUESDAY,NH,W,WWW,6,3,2013,428329.0,444100
4073,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2013,428329.0,477200
4078,Mount Road ATM,THURSDAY,NH,W,WWH,6,3,2013,428329.0,122300
4083,Mount Road ATM,FRIDAY,C,H,WHH,6,3,2013,428329.0,384200
4088,Mount Road ATM,SATURDAY,NH,H,HHH,6,3,2013,428329.0,604500
4093,Mount Road ATM,SUNDAY,NH,H,HHW,7,3,2013,428329.0,337800
4098,Mount Road ATM,MONDAY,NH,W,HWW,1,4,2013,394786.0,509600
4103,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,2013,394786.0,631400
4108,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,2013,394786.0,464100
4113,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,2013,394786.0,1019200
4118,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2013,394786.0,668600
4123,Mount Road ATM,SATURDAY,NH,H,WHH,2,4,2013,394786.0,828000
4128,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2013,394786.0,411700
4133,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2013,647515.0,480400
4138,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2013,647515.0,672500
4143,Mount Road ATM,WEDNESDAY,NH,W,WWH,2,4,2013,647515.0,609900
4148,Mount Road ATM,THURSDAY,H,H,WHW,3,4,2013,647515.0,488800
4153,Mount Road ATM,FRIDAY,NH,W,HWH,3,4,2013,647515.0,527100
4158,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2013,647515.0,828700
4163,Mount Road ATM,SUNDAY,N,H,HHW,3,4,2013,647515.0,408900
4168,Mount Road ATM,MONDAY,NH,W,HWW,3,4,2013,573758.0,486800
4173,Mount Road ATM,TUESDAY,NH,W,WWW,4,4,2013,573758.0,619900
4178,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,2013,573758.0,815400
4183,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,2013,573758.0,686000
4188,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,2013,573758.0,769200
4193,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2013,573758.0,1035900
4198,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2013,573758.0,516000
4207,Mount Road ATM,TUESDAY,NH,W,WWH,5,4,2013,704172.0,452700
4212,Mount Road ATM,WEDNESDAY,H,H,WHW,5,4,2013,704172.0,450300
4217,Mount Road ATM,THURSDAY,NH,W,HWW,5,4,2013,704172.0,371700
4222,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,2013,704172.0,281900
4227,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2013,704172.0,685400
4232,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2013,704172.0,551300
4237,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2013,465550.0,650400
4242,Mount Road ATM,TUESDAY,NH,W,WWH,6,4,2013,465550.0,780000
4247,Mount Road ATM,WEDNESDAY,N,H,WHW,1,5,2013,465550.0,635200
4252,Mount Road ATM,THURSDAY,NH,W,HWW,1,5,2013,465550.0,639600
4257,Mount Road ATM,FRIDAY,NH,W,WWH,1,5,2013,465550.0,733800
4262,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,2013,465550.0,1024000
4267,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2013,465550.0,495600
4272,Mount Road ATM,MONDAY,NH,W,HWW,2,5,2013,708372.0,691400
4277,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2013,708372.0,807100
4282,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2013,708372.0,686700
4287,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2013,708372.0,635200
4292,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2013,708372.0,912900
4297,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2013,708372.0,613900
4302,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2013,708372.0,512100
4307,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2013,694186.0,833200
4312,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2013,694186.0,525500
4317,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2013,694186.0,464500
4322,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,2013,694186.0,397800
4327,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2013,694186.0,440800
4332,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2013,694186.0,721500
4337,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2013,694186.0,359100
4342,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2013,534629.0,363700
4347,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,2013,534629.0,692100
4352,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2013,534629.0,460400
4357,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2013,534629.0,476200
4362,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2013,534629.0,464300
4367,Mount Road ATM,SATURDAY,H,H,WHH,5,5,2013,534629.0,540000
4371,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2013,534629.0,139500
4376,Mount Road ATM,MONDAY,NH,W,HWW,6,5,2013,448029.0,637300
4381,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2013,448029.0,326300
4386,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2013,448029.0,355700
4391,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2013,448029.0,488900
4396,Mount Road ATM,FRIDAY,NH,W,WWH,7,5,2013,448029.0,501100
4401,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2013,448029.0,839600
4406,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2013,448029.0,653100
4411,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2013,543143.0,771600
4416,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2013,543143.0,703300
4421,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2013,543143.0,870500
4426,Mount Road ATM,THURSDAY,NH,W,WWW,2,6,2013,543143.0,997300
4431,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2013,543143.0,528300
4436,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2013,543143.0,722300
4441,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2013,543143.0,376400
4446,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2013,709958.0,488300
4451,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,2013,709958.0,784700
4456,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2013,709958.0,482400
4461,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2013,709958.0,521500
4466,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2013,709958.0,493000
4471,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2013,709958.0,649800
4476,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2013,709958.0,223500
4481,Mount Road ATM,MONDAY,NH,W,HWW,4,6,2013,520458.0,627700
4486,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2013,520458.0,557000
4491,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2013,520458.0,592200
4496,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2013,520458.0,630400
4501,Mount Road ATM,FRIDAY,NH,W,WWH,5,6,2013,520458.0,755700
4506,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2013,520458.0,520200
4511,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2013,520458.0,243500
4516,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2013,560958.0,606000
4521,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2013,560958.0,206700
4526,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,2013,560958.0,672500
4531,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,2013,560958.0,519900
4536,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2013,560958.0,495400
4541,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2013,560958.0,912600
4546,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2013,560958.0,575700
4551,Mount Road ATM,MONDAY,NH,W,HWW,1,7,2013,569829.0,741700
4556,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2013,569829.0,592600
4561,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2013,569829.0,932700
4566,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2013,569829.0,899700
4571,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2013,569829.0,937400
4576,Mount Road ATM,SATURDAY,NH,H,WHH,2,7,2013,569829.0,920700
4581,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2013,569829.0,588400
4586,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2013,801886.0,570500
4591,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2013,801886.0,549600
4596,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2013,801886.0,509700
4601,Mount Road ATM,THURSDAY,NH,W,WWW,3,7,2013,801886.0,110300
4606,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,2013,801886.0,689500
4611,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2013,801886.0,399900
4616,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2013,801886.0,108600
4621,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2013,419729.0,401700
4626,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,2013,419729.0,570400
4631,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2013,419729.0,551300
4636,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2013,419729.0,482900
4641,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2013,419729.0,562700
4646,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,2013,419729.0,726000
4651,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2013,419729.0,192500
4656,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2013,498215.0,395900
4661,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2013,498215.0,410200
4666,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2013,498215.0,416100
4671,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2013,498215.0,267900
4676,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,2013,498215.0,364500
4681,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2013,498215.0,560300
4686,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2013,498215.0,13500
4691,Mount Road ATM,MONDAY,NH,W,HWW,6,7,2013,346915.0,356300
4696,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2013,346915.0,445200
4701,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,7,2013,346915.0,780800
4706,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,2013,346915.0,386200
4711,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2013,346915.0,48400
4716,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2013,346915.0,502900
4721,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2013,346915.0,597300
4726,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2013,445300.0,887000
4731,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,2013,445300.0,733100
4736,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2013,445300.0,672500
4741,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2013,445300.0,638000
4746,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2013,445300.0,283400
4751,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2013,445300.0,721600
4756,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,2013,445300.0,296900
4761,Mount Road ATM,MONDAY,NH,W,HWW,3,8,2013,604643.0,524500
4766,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2013,604643.0,567600
4771,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,8,2013,604643.0,455700
4775,Mount Road ATM,THURSDAY,N,H,WHW,3,8,2013,604643.0,433100
4780,Mount Road ATM,FRIDAY,NH,W,HWH,4,8,2013,604643.0,750400
4785,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2013,604643.0,740600
4790,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,2013,604643.0,354200
4795,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2013,546586.0,595400
4800,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2013,546586.0,536400
4805,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,8,2013,546586.0,583600
4810,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,2013,546586.0,585700
4815,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2013,546586.0,419400
4820,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2013,546586.0,627100
4825,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2013,546586.0,362400
4829,Mount Road ATM,MONDAY,NH,W,HWW,6,8,2013,530000.0,360200
4834,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2013,530000.0,762700
4839,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2013,530000.0,340700
4844,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,2013,530000.0,763300
4849,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,2013,530000.0,429400
4854,Mount Road ATM,SATURDAY,NH,H,WHH,7,8,2013,530000.0,728200
4859,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2013,530000.0,403400
4864,Mount Road ATM,MONDAY,NH,W,HWW,1,9,2013,541129.0,759100
4869,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2013,541129.0,882200
4874,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2013,541129.0,849500
4879,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2013,541129.0,829100
4884,Mount Road ATM,FRIDAY,NH,W,WWH,2,9,2013,541129.0,819800
